date	SP500	NIKKEI 225 STOCK AVERAGE - PRICE INDEX	FTSE100	DAX	CAC40
19870727	310.65	24104.98	2333.90	1454.49	1478.54
19870728	312.33	24385.81	2359.90	1468.89	1484.70
19870729	315.65	24427.1	2383.10	1478.07	1494.49
19870730	318.05	24510.35	2370.50	1501.88	1488.41
19870731	318.66	24488.1	2360.90	1510.54	1488.31
19870803	317.57	24483.81	2334.30	1507.38	1483.02
19870804	316.23	24172.6	2307.80	1520.21	1460.73
19870805	318.45	24297.14	2317.40	1536.73	1460.39
19870806	322.09	24658.23	2261.40	1550.19	1473.59
19870807	323.00	24800.94	2226.20	1559.53	1467.85
19870810	328.00	25119.69	2242.20	1552.98	1458.24
19870811	333.33	25282.97	2275.40	1559.30	1450.97
19870812	332.39	25559.23	2286.10	1548.89	1450.81
19870813	334.65	25575.73	2290.10	1542.83	1458.70
19870814	333.99	25494.01	2295.40	1563.06	1486.49
19870817	334.11	25378.88	2259.60	1570.28	1487.29
19870818	329.25	25344.34	2224.80	1552.68	1471.36
19870819	329.83	25231.59	2197.60	1530.00	1461.47
19870820	334.84	25396.56	2185.30	1544.20	1466.13
19870821	335.90	25559.18	2205.80	1546.66	1471.44
19870824	333.33	25754.31	2225.10	1536.06	1490.70
19870825	336.77	25643.39	2248.10	1529.62	1485.92
19870826	334.57	25875.73	2249.60	1536.58	1514.55
19870827	331.38	25968.77	2245.80	1531.82	1526.59
19870828	327.04	25974.96	2249.70	1540.15	1528.97
19870831	329.80	26029.22	2249.70	1537.81	1533.59
19870901	323.40	26118.42	2272.80	1547.70	1530.11
19870902	321.68	25946.6	2249.50	1537.21	1524.00
19870903	320.21	25649.88	2268.10	1516.75	1550.52
19870904	316.70	25744.03	2274.90	1500.17	1560.70
19870907	316.70	25004.09	2283.60	1471.83	1535.26
19870908	313.56	25204.09	2275.00	1481.42	1531.28
19870909	313.92	24937.93	2249.10	1491.95	1522.04
19870910	317.13	24795.24	2253.20	1507.20	1530.55
19870911	321.98	24828.27	2261.20	1509.88	1530.91
19870914	323.08	24954.02	2271.80	1531.07	1537.29
19870915	317.74	24954.02	2264.50	1524.79	1528.85
19870916	314.86	24967.73	2279.80	1515.38	1520.40
19870917	314.93	24855.31	2304.50	1509.73	1526.78
19870918	314.86	24844.84	2328.30	1502.62	1532.12
19870921	310.54	24912.42	2334.80	1496.86	1528.51
19870922	319.50	24866.06	2336.20	1495.74	1509.46
19870923	321.19	24866.06	2352.40	1503.11	1524.54
19870924	319.72	24944.9	2313.40	1498.34	1504.45
19870925	320.16	25095.8	2342.60	1492.62	1492.74
19870928	323.20	25837.3	2368.10	1493.21	1465.58
19870929	321.69	25998	2368.30	1505.26	1475.39
19870930	321.83	26010.88	2366.00	1500.17	1447.87
19871001	327.34	25721.74	2373.80	1519.99	1452.81
19871002	328.07	25862.45	2382.20	1543.05	1456.88
19871005	328.08	26018.33	2385.80	1538.07	1463.00
19871006	319.22	26088.97	2367.90	1525.23	1458.13
19871007	318.54	25952.27	2359.80	1517.65	1449.77
19871008	314.16	26286.75	2375.50	1519.77	1453.94
19871009	311.05	26338.77	2366.50	1478.86	1430.33
19871012	309.39	26284.65	2338.50	1480.16	1399.23
19871013	314.52	26400.63	2350.20	1500.91	1395.62
19871014	305.23	26646.43	2322.90	1497.38	1358.51
19871015	298.08	26428.22	2301.90	1460.59	1307.23
19871016	282.70	26366.74	2301.90	1458.54	1337.98
19871019	224.99	25746.56	2052.30	1321.61	1208.99
19871020	236.83	21910.08	1801.60	1302.80	1221.71
19871021	258.38	23947.4	1943.80	1379.53	1243.95
19871022	248.25	24404.45	1833.20	1287.58	1197.15
19871023	248.22	23201.22	1795.20	1292.67	1187.02
19871026	227.67	22202.56	1684.10	1193.31	1090.85
19871027	233.19	22834.96	1703.30	1225.47	1105.12
19871028	233.28	22577.53	1658.40	1142.17	1008.92
19871029	244.77	22033.89	1682.00	1104.40	1075.50
19871030	251.79	22765.04	1749.80	1177.38	1116.47
19871102	255.74	23358.6	1723.70	1163.87	1116.47
19871103	250.82	23358.6	1653.90	1129.99	1107.85
19871104	248.96	23060.53	1608.10	1097.52	1077.27
19871105	254.48	22629.56	1638.80	1093.39	1062.54
19871106	250.41	22795.02	1620.80	1067.36	1072.66
19871109	243.17	22418.37	1565.20	1012.09	1030.23
19871110	239.00	21686.46	1573.50	945.91	954.72
19871111	241.90	21036.76	1639.30	988.19	954.72
19871112	248.52	21546.5	1702.50	1061.64	1036.57
19871113	245.64	22448.25	1678.30	1075.87	1038.71
19871116	246.76	22615.43	1684.70	1082.72	1101.16
19871117	243.04	22344.28	1660.10	1063.38	1080.33
19871118	245.55	22734.49	1663.70	1063.38	1072.08
19871119	240.05	22668.8	1639.10	1055.60	1049.44
19871120	242.00	22705.56	1633.40	1027.34	1024.93
19871123	242.99	22705.56	1657.70	1037.30	1035.37
19871124	246.39	22856.02	1689.10	1080.39	1077.91
19871125	244.10	23219.69	1664.10	1067.24	1075.03
19871126	244.10	23282.19	1660.70	1058.65	1067.85
19871127	240.34	23268.2	1651.60	1052.55	1066.91
19871130	230.30	22686.78	1579.90	1022.84	1037.43
19871201	232.00	22832.89	1578.50	1030.24	1032.26
19871202	233.45	22915.49	1590.30	1044.78	1026.98
19871203	225.21	22808.16	1588.40	1037.94	1018.78
19871204	223.92	22602.75	1582.80	1003.52	989.14
19871207	228.76	22586.52	1598.40	999.18	964.20
19871208	234.91	22948.34	1624.40	1016.74	972.60
19871209	238.89	22885.7	1639.30	1016.14	966.89
19871210	233.57	23280.24	1619.60	1032.32	964.15
19871211	235.32	23035.81	1651.60	1017.33	977.04
19871214	242.19	22926.28	1652.60	1009.78	996.50
19871215	242.80	22846.73	1670.00	1033.10	1016.91
19871216	248.08	22819.42	1689.80	1051.21	1039.43
19871217	242.98	22899.83	1706.20	1040.69	1025.69
19871218	249.16	22826.97	1717.00	1029.90	1019.37
19871221	249.54	22956.84	1750.20	1045.75	1036.78
19871222	249.95	22741.02	1747.40	1048.65	1030.52
19871223	253.16	22693.85	1771.40	1049.85	1046.77
19871224	252.02	22543.37	1791.10	1049.85	1046.77
19871225	252.02	22120.94	1791.10	1049.85	1046.77
19871228	245.57	21564	1791.10	1009.60	1018.76
19871229	244.59	21564	1730.30	992.00	1008.88
19871230	247.86	21564	1759.80	1000.00	1011.69
19871231	247.08	21564	1712.70	1000.00	1000.00
19880101	247.08	21564	1712.70	1000.00	1000.00
19880104	255.94	21217.04	1747.50	943.88	984.64
19880105	258.63	21575.28	1789.60	1004.34	1021.17
19880106	258.89	22790.5	1783.20	1020.16	1028.05
19880107	261.07	22792.13	1787.20	1009.01	1024.08
19880108	243.40	22872.56	1773.40	1025.28	1029.22
19880111	247.49	22578.13	1760.20	989.57	998.73
19880112	245.42	22625.05	1739.20	989.49	991.98
19880113	245.81	22324.99	1733.40	964.61	967.86
19880114	245.88	22603.65	1743.40	965.64	972.88
19880115	252.05	22603.65	1786.70	958.15	1007.86
19880118	251.88	22910.2	1790.00	997.96	987.59
19880119	249.32	22898.17	1768.00	982.38	971.99
19880120	242.63	22843.14	1752.80	956.78	940.64
19880121	243.14	22710.26	1747.20	958.71	928.56
19880122	246.50	22876.58	1770.90	971.39	917.26
19880125	252.17	23318.4	1762.20	967.08	915.39
19880126	249.57	23498.76	1767.30	964.14	923.39
19880127	249.38	23335.91	1765.20	951.79	913.98
19880128	253.29	23587.25	1783.90	931.18	903.65
19880129	257.07	23622.32	1790.80	935.57	893.82
19880201	255.04	23732.32	1776.90	958.69	911.80
19880202	255.57	23672.21	1774.40	953.55	935.09
19880203	252.21	23595.37	1766.30	981.56	957.95
19880204	252.21	23709.1	1766.90	984.89	971.94
19880205	250.96	23650.8	1737.80	980.46	986.88
19880208	249.10	23771.6	1694.50	984.42	981.64
19880209	251.72	23662.27	1707.20	988.12	980.96
19880210	256.66	23771.88	1718.50	996.39	992.89
19880211	255.95	23771.88	1729.80	1029.40	1028.23
19880212	257.63	23981.94	1734.00	1032.98	1034.42
19880215	257.63	24207.4	1739.20	1042.85	1044.76
19880216	259.83	24345.66	1734.60	1062.17	1043.66
19880217	259.21	24429.95	1748.10	1054.51	1062.63
19880218	257.91	24675.36	1736.10	1045.28	1082.35
19880219	261.61	24773.41	1729.80	1050.85	1096.59
19880222	265.64	24846.71	1747.20	1066.04	1114.15
19880223	265.02	24949.45	1757.90	1070.40	1095.64
19880224	264.43	24968.65	1760.10	1074.83	1120.97
19880225	261.58	25100.66	1782.40	1096.05	1122.62
19880226	262.46	25165.18	1766.50	1077.69	1109.46
19880229	267.82	25242.81	1768.80	1079.55	1112.58
19880301	267.72	25435.9	1781.90	1085.48	1108.58
19880302	267.98	25682.82	1808.70	1080.75	1092.88
19880303	267.88	25596.31	1813.30	1084.54	1084.45
19880304	267.30	25615.62	1834.50	1076.96	1079.51
19880307	267.38	25616.58	1818.20	1081.44	1074.84
19880308	269.43	25463.73	1815.00	1072.78	1067.42
19880309	269.06	25605.39	1815.30	1076.61	1087.67
19880310	263.84	25617.82	1834.60	1085.64	1081.31
19880311	264.94	25543.73	1811.60	1074.64	1064.64
19880314	266.37	25433.51	1819.50	1073.04	1064.92
19880315	266.13	25475.67	1839.90	1088.02	1058.58
19880316	268.85	25704.43	1825.70	1101.55	1064.86
19880317	271.22	25872.29	1828.10	1107.49	1070.54
19880318	271.12	25966.26	1855.50	1122.07	1087.43
19880321	268.74	25966.26	1841.10	1112.47	1065.03
19880322	268.84	25842.75	1835.40	1106.96	1049.63
19880323	268.91	25895.23	1832.20	1104.09	1053.93
19880324	263.35	25781.28	1782.70	1090.56	1055.06
19880325	258.51	25626.35	1767.90	1061.55	1042.71
19880328	258.06	25622.71	1746.50	1044.28	1015.17
19880329	260.07	25953.09	1765.10	1066.31	1024.24
19880330	258.07	26320.07	1756.90	1065.36	1021.37
19880331	258.89	26260.26	1742.50	1063.17	1016.71
19880401	258.89	26104.22	1742.50	1063.17	1016.71
19880404	256.09	26335.29	1742.50	1063.17	1016.71
19880405	258.51	26315.35	1737.60	1061.20	1018.57
19880406	265.49	26511.17	1745.00	1075.60	1022.88
19880407	266.16	26769.22	1761.00	1084.73	1035.32
19880408	269.43	26748.89	1779.70	1076.42	1042.75
19880411	270.16	26924.87	1810.50	1097.01	1070.04
19880412	271.37	26930.84	1805.30	1093.63	1077.73
19880413	271.57	26985.55	1810.40	1094.35	1106.35
19880414	259.75	27111.35	1787.20	1097.94	1093.78
19880415	259.77	26893.57	1778.60	1073.04	1092.22
19880418	259.21	26671.45	1787.80	1073.91	1100.15
19880419	257.92	26657	1798.90	1083.14	1097.55
19880420	256.13	26864.09	1786.80	1071.21	1098.87
19880421	256.42	26828.16	1791.90	1066.20	1115.58
19880422	260.14	26837.12	1771.60	1069.03	1129.99
19880425	262.46	27213.45	1777.60	1062.95	1107.54
19880426	263.93	27246.77	1800.80	1055.10	1136.98
19880427	263.80	27191.97	1806.70	1062.45	1137.40
19880428	262.61	27434.12	1804.40	1053.54	1137.79
19880429	261.33	27434.12	1802.20	1054.46	1127.54
19880502	261.56	27669.72	1802.20	1051.13	1131.39
19880503	263.00	27669.72	1807.20	1038.59	1132.93
19880504	260.32	27669.72	1794.70	1051.82	1144.82
19880505	258.79	27669.72	1789.50	1037.62	1130.58
19880506	257.48	27534.39	1801.10	1037.47	1133.51
19880509	256.54	27264.3	1794.90	1019.36	1142.12
19880510	257.62	27412.25	1792.60	1009.03	1137.02
19880511	253.31	27161.05	1756.80	1002.41	1116.16
19880512	253.85	27212.58	1772.30	1002.41	1116.16
19880513	256.78	27468.31	1781.80	1017.84	1117.16
19880516	258.71	27759.87	1776.60	1053.86	1114.71
19880517	255.34	27819.98	1789.20	1048.39	1128.45
19880518	251.35	27767.58	1777.60	1037.67	1117.07
19880519	252.57	27373.24	1760.60	1032.24	1113.77
19880520	253.02	27393.85	1770.20	1033.67	1135.72
19880523	250.83	27249.76	1761.30	1033.67	1135.72
19880524	253.51	27312.66	1782.90	1030.91	1141.62
19880525	253.76	27443.65	1787.90	1045.63	1180.84
19880526	254.63	27428.24	1785.30	1045.01	1181.84
19880527	253.42	27290.49	1783.70	1055.57	1199.64
19880530	253.42	27223.1	1783.70	1070.00	1221.60
19880531	262.16	27416.7	1784.40	1083.31	1235.78
19880601	266.69	27703.91	1805.70	1096.47	1249.40
19880602	265.33	27869.36	1810.30	1096.47	1237.62
19880603	266.45	27821.54	1819.20	1102.25	1242.44
19880606	267.05	27996.24	1832.70	1111.23	1256.62
19880607	265.17	27967.32	1820.20	1096.01	1255.95
19880608	271.52	27912.65	1828.20	1105.96	1271.78
19880609	270.20	28072.02	1841.50	1125.70	1295.59
19880610	271.26	27920.36	1849.80	1119.15	1292.43
19880613	271.43	28036.54	1838.80	1120.71	1251.54
19880614	274.30	28061.8	1866.20	1117.19	1287.88
19880615	274.45	28093.52	1869.30	1135.82	1281.33
19880616	269.77	28147.32	1861.90	1118.85	1253.92
19880617	270.68	28342.46	1850.10	1118.85	1258.07
19880620	268.94	28139.03	1844.00	1108.92	1264.68
19880621	271.67	27925.57	1860.10	1125.06	1252.95
19880622	275.66	27860.78	1879.30	1141.33	1276.74
19880623	274.82	27732.93	1878.90	1137.74	1276.74
19880624	273.78	27750.39	1871.30	1143.50	1315.20
19880627	269.06	27435.01	1841.50	1129.15	1306.09
19880628	272.31	27398.09	1856.90	1120.09	1306.09
19880629	270.98	27607.33	1855.10	1133.84	1307.60
19880630	273.50	27769.4	1857.60	1140.49	1318.27
19880701	271.78	27503.53	1858.20	1163.52	1326.82
19880704	271.78	27360.39	1848.00	1168.15	1338.26
19880705	275.81	27577.17	1854.80	1178.52	1352.12
19880706	272.02	27766.6	1870.00	1199.96	1368.09
19880707	271.78	27728.13	1855.50	1188.59	1370.23
19880708	270.02	27917.08	1877.20	1197.52	1367.18
19880711	270.55	27985.99	1876.80	1196.59	1340.31
19880712	267.85	28099.84	1858.50	1184.85	1325.34
19880713	269.32	28020.1	1871.30	1172.80	1304.11
19880714	270.26	28084.08	1863.30	1187.21	1304.11
19880715	272.05	27913.79	1861.50	1191.13	1316.32
19880718	270.51	27662.12	1849.30	1179.74	1292.46
19880719	268.47	27149.03	1844.80	1170.10	1276.39
19880720	270.00	27553.98	1867.20	1174.62	1289.82
19880721	266.66	27676.14	1864.40	1165.42	1296.91
19880722	263.50	27285.01	1844.80	1153.77	1299.36
19880725	264.68	27183.53	1838.50	1160.46	1296.16
19880726	265.19	27303.76	1837.70	1176.44	1307.15
19880727	262.50	27738.57	1840.80	1171.28	1308.13
19880728	266.02	27796.09	1841.30	1166.00	1304.36
19880729	272.02	27911.63	1853.60	1181.72	1320.67
19880801	272.21	28326.31	1862.20	1189.60	1329.67
19880802	272.06	28366.33	1855.50	1184.21	1331.25
19880803	272.98	28348.45	1865.10	1187.67	1327.22
19880804	271.93	28292.66	1869.70	1183.72	1327.75
19880805	271.15	28423.38	1875.90	1197.38	1324.05
19880808	269.98	28253.12	1876.00	1198.76	1322.12
19880809	266.49	28170.36	1862.60	1196.79	1323.71
19880810	261.90	27554.87	1839.90	1173.45	1304.78
19880811	262.75	27784.98	1835.20	1168.14	1290.46
19880812	262.55	27833.51	1843.40	1173.56	1295.86
19880815	258.69	27901.29	1816.80	1169.82	1295.86
19880816	260.56	27896.55	1825.30	1158.76	1283.90
19880817	260.77	28178.86	1830.90	1182.18	1302.37
19880818	261.03	28178.36	1833.90	1173.93	1303.38
19880819	260.24	28209.42	1844.30	1170.78	1307.78
19880822	256.98	28079.18	1832.30	1167.99	1308.15
19880823	257.09	27919.95	1817.90	1155.97	1294.18
19880824	261.13	27799.67	1819.20	1161.27	1306.67
19880825	259.18	27870.44	1780.20	1162.65	1284.56
19880826	259.68	27565.41	1770.70	1157.65	1279.10
19880829	262.33	27379.1	1770.70	1152.38	1280.26
19880830	262.51	27511.65	1754.80	1165.53	1286.81
19880831	261.52	27365.95	1753.60	1165.36	1291.34
19880901	258.35	26934.26	1730.50	1152.99	1277.51
19880902	264.48	27116.5	1746.90	1157.29	1287.35
19880905	264.48	27341.58	1764.50	1174.87	1289.42
19880906	265.59	27320.51	1768.00	1179.76	1289.90
19880907	265.87	27504.01	1756.10	1185.74	1305.09
19880908	265.88	27740.11	1739.80	1185.35	1301.81
19880909	266.84	27647.1	1738.40	1186.61	1301.37
19880912	266.47	27756.74	1744.60	1207.18	1311.85
19880913	267.43	27794.16	1756.30	1206.72	1333.62
19880914	269.31	27805.67	1765.10	1224.71	1367.67
19880915	268.13	27805.67	1769.30	1228.11	1365.96
19880916	270.65	27866.38	1766.70	1235.05	1364.64
19880919	268.82	27901	1759.90	1252.66	1367.33
19880920	269.73	27548.58	1772.10	1245.98	1365.07
19880921	270.16	27712.66	1796.80	1260.99	1388.95
19880922	269.18	27428.31	1788.70	1253.68	1405.91
19880923	269.76	27428.31	1792.40	1252.58	1386.23
19880926	268.88	27330.95	1792.70	1257.03	1402.78
19880927	268.26	27499.56	1808.00	1248.36	1393.45
19880928	269.08	27752.01	1812.50	1239.16	1398.54
19880929	272.59	27700.13	1829.00	1248.71	1416.68
19880930	271.91	27923.67	1826.50	1252.69	1416.83
19881003	271.38	27545.53	1802.60	1242.44	1420.89
19881004	270.62	27501.02	1807.30	1245.58	1431.87
19881005	271.86	27405.49	1826.30	1252.31	1432.29
19881006	272.39	27172.34	1838.90	1261.63	1434.62
19881007	278.07	27258.27	1844.70	1269.36	1440.22
19881010	278.24	27258.27	1844.10	1286.93	1439.49
19881011	277.93	27469.6	1838.30	1271.31	1411.27
19881012	273.98	27409.37	1814.30	1257.94	1405.40
19881013	275.22	27273.3	1830.70	1269.80	1423.58
19881014	275.50	27306.57	1840.60	1289.59	1437.03
19881017	276.41	27268.74	1860.00	1282.99	1418.08
19881018	279.38	27141.98	1857.00	1295.79	1428.16
19881019	276.97	27293.67	1862.50	1304.37	1451.75
19881020	282.88	27390.55	1864.30	1295.21	1449.94
19881021	283.66	27401.42	1859.30	1289.72	1456.11
19881024	282.28	27281.54	1848.40	1281.22	1463.79
19881025	282.38	27421.49	1847.80	1293.72	1467.40
19881026	281.38	27620.6	1850.70	1310.63	1473.84
19881027	277.28	27722.92	1852.10	1313.35	1476.86
19881028	278.53	27741.34	1858.40	1314.98	1496.07
19881031	278.97	27982.54	1852.40	1300.79	1496.07
19881101	279.06	28013.67	1857.80	1310.79	1496.07
19881102	279.06	27985.26	1843.20	1288.55	1506.72
19881103	279.20	27985.26	1837.60	1280.58	1499.94
19881104	276.31	27953.25	1834.30	1285.02	1501.60
19881107	273.93	27866.36	1819.70	1271.13	1484.70
19881108	275.15	28007.27	1840.60	1287.88	1496.56
19881109	273.33	28212.78	1825.70	1277.30	1488.06
19881110	273.69	28166.42	1826.20	1263.34	1492.35
19881111	267.92	28489.57	1802.70	1252.18	1492.35
19881114	267.72	28520.9	1794.30	1261.84	1469.81
19881115	268.34	28829.41	1802.30	1262.54	1466.90
19881116	263.82	28996.12	1807.30	1262.54	1480.57
19881117	264.60	29076.81	1823.60	1264.59	1470.99
19881118	266.47	29180.2	1823.40	1277.55	1471.84
19881121	266.22	29284.26	1811.10	1284.16	1459.72
19881122	267.21	29430.12	1821.30	1277.40	1455.99
19881123	269.00	29430.12	1837.10	1280.87	1468.41
19881124	269.00	29340.03	1833.00	1279.23	1478.00
19881125	267.23	29406.65	1794.70	1275.41	1469.58
19881128	268.64	28983.32	1781.50	1259.13	1466.39
19881129	270.91	29318.3	1786.90	1262.55	1463.67
19881130	273.70	29578.9	1792.40	1275.99	1480.84
19881201	272.49	29541.46	1778.70	1277.98	1473.51
19881202	271.81	29532.25	1765.00	1275.78	1466.84
19881205	274.93	29614.68	1761.60	1282.23	1462.20
19881206	277.59	29669.38	1767.40	1287.94	1469.16
19881207	278.13	30050.82	1771.70	1299.57	1476.36
19881208	276.57	29758.9	1757.90	1296.53	1478.56
19881209	277.03	29793.42	1750.30	1301.43	1497.46
19881212	276.52	29672.29	1747.90	1292.69	1498.20
19881213	276.31	29597.81	1752.60	1290.63	1486.85
19881214	275.31	29754.73	1756.10	1286.61	1483.65
19881215	274.28	29705.75	1763.20	1285.33	1473.10
19881216	276.29	29536.71	1773.90	1296.31	1476.63
19881219	278.91	29470.08	1770.50	1315.98	1478.46
19881220	277.47	29567.94	1777.40	1333.04	1495.11
19881221	277.38	29698.19	1772.60	1321.01	1503.87
19881222	276.87	29774.61	1768.70	1324.15	1525.82
19881223	277.87	29686.26	1774.00	1328.46	1537.40
19881226	277.87	29868.01	1773.80	1328.46	1537.40
19881227	276.83	30050.93	1773.80	1340.41	1544.35
19881228	277.08	30159	1787.70	1333.74	1545.86
19881229	279.40	30159	1803.40	1327.87	1560.71
19881230	277.72	30159	1793.10	1327.87	1574.59
19890102	277.72	30159	1793.10	1333.52	1574.59
19890103	275.31	30159	1782.80	1359.33	1572.02
19890104	279.43	30243.66	1793.00	1365.08	1595.88
19890105	280.01	30183.79	1799.50	1370.49	1623.16
19890106	280.67	30209.54	1811.30	1359.98	1623.16
19890109	280.98	30678.39	1831.50	1366.55	1617.52
19890110	280.38	31006.51	1836.00	1345.91	1633.28
19890111	282.01	31143.45	1834.10	1353.42	1619.13
19890112	283.17	31143.45	1850.90	1358.74	1646.78
19890113	283.87	31298.38	1862.10	1353.25	1643.24
19890116	284.14	31298.38	1871.80	1344.11	1643.24
19890117	283.55	31227.52	1867.70	1316.66	1635.95
19890118	286.53	31354.55	1892.10	1323.68	1631.49
19890119	286.90	31311.4	1910.80	1335.15	1643.72
19890120	286.63	31170.38	1917.50	1323.14	1642.78
19890123	284.50	31332.88	1924.70	1318.21	1633.06
19890124	288.49	31557.68	1941.10	1334.18	1644.85
19890125	289.14	31567.79	1939.00	1341.05	1679.72
19890126	291.69	31511.81	1959.80	1329.73	1664.21
19890127	293.82	31646.13	2005.90	1343.58	1676.21
19890130	294.99	31567.5	2042.90	1328.37	1664.55
19890131	297.47	31581.3	2051.80	1312.73	1654.09
19890201	297.09	31360.68	2039.70	1300.52	1657.69
19890202	296.84	31498.3	2043.40	1319.56	1686.36
19890203	296.97	31685.78	2069.90	1326.36	1694.11
19890206	296.04	31828.7	2044.30	1345.04	1671.93
19890207	299.63	31880.65	2072.80	1344.94	1678.62
19890208	298.65	32065.12	2096.20	1359.88	1702.42
19890209	296.06	32078.43	2079.10	1347.64	1694.72
19890210	292.02	32131.99	2056.10	1353.22	1685.27
19890213	292.54	31985.32	2032.70	1333.77	1647.28
19890214	291.81	31982.89	2049.10	1331.47	1643.93
19890215	294.24	32149.48	2047.50	1317.32	1612.82
19890216	294.81	32083.58	2033.80	1317.91	1627.48
19890217	296.76	32173.39	2042.90	1315.09	1611.31
19890220	296.76	32177.08	2065.80	1319.91	1632.82
19890221	295.98	31980.08	2061.00	1307.52	1645.50
19890222	290.91	32311.93	2033.70	1292.17	1624.95
19890223	292.05	32452.49	2016.60	1271.70	1581.62
19890224	287.13	32452.49	2019.50	1288.04	1574.17
19890227	287.82	32285.77	1996.70	1276.80	1541.01
19890228	288.86	31985.6	2002.40	1288.66	1573.66
19890301	287.11	31964.3	2021.30	1307.25	1571.47
19890302	289.95	32073.73	2039.70	1309.27	1583.01
19890303	291.18	32000.1	2059.20	1325.82	1608.15
19890306	294.81	31876.86	2072.80	1337.66	1627.02
19890307	293.87	31937.94	2083.50	1324.06	1617.04
19890308	294.08	31837.66	2083.30	1317.77	1607.37
19890309	293.93	31656.45	2075.90	1319.42	1612.13
19890310	292.88	31701.78	2085.20	1318.51	1602.38
19890313	295.32	31552.96	2103.00	1313.55	1604.85
19890314	295.14	31724.35	2125.40	1329.50	1619.00
19890315	296.67	32100.48	2121.20	1334.75	1632.62
19890316	299.44	32098.24	2112.60	1322.45	1638.60
19890317	292.69	32021.01	2073.10	1322.69	1614.04
19890320	289.92	31654.8	2053.60	1303.36	1600.13
19890321	291.33	31654.8	2072.20	1303.28	1623.48
19890322	290.49	31443.24	2048.60	1303.67	1622.72
19890323	288.98	31588.66	2057.00	1306.77	1624.92
19890324	288.98	31568.52	2057.00	1306.77	1624.92
19890327	290.57	31512.4	2057.00	1306.77	1624.92
19890328	291.59	32306.36	2070.50	1306.47	1633.74
19890329	292.35	32737.28	2071.70	1309.26	1642.06
19890330	292.52	32826.13	2049.40	1315.42	1640.72
19890331	294.87	32838.68	2075.00	1322.66	1641.32
19890403	296.39	33042.07	2079.60	1344.35	1655.11
19890404	295.31	33312.25	2082.80	1339.79	1660.90
19890405	296.24	33360.79	2078.20	1348.81	1660.49
19890406	295.29	32995.78	2052.50	1345.50	1653.76
19890407	297.16	33185.05	2045.70	1348.02	1648.12
19890410	297.11	32999.02	2025.00	1359.22	1656.02
19890411	298.49	33249.58	2031.30	1369.35	1664.12
19890412	298.99	33256.45	2033.00	1381.66	1672.60
19890413	296.40	33063.94	2028.70	1387.76	1665.14
19890414	301.36	33150.44	2053.60	1384.03	1681.36
19890417	301.72	33308.33	2054.70	1394.62	1681.36
19890418	306.02	33321.66	2074.40	1394.14	1701.04
19890419	307.15	33363.83	2087.00	1388.58	1704.81
19890420	306.19	33185.15	2064.40	1389.91	1703.30
19890421	309.61	33029.81	2061.00	1376.21	1700.09
19890424	308.69	32805.92	2062.00	1368.38	1698.84
19890425	306.75	33244.78	2071.20	1372.42	1688.37
19890426	306.93	33434.93	2093.40	1373.04	1688.37
19890427	309.58	33500.83	2115.70	1369.57	1673.18
19890428	309.64	33713.85	2118.00	1370.90	1680.53
19890501	309.12	33793.17	2118.00	1370.90	1680.53
19890502	308.12	33954.99	2103.10	1362.54	1679.85
19890503	308.16	33954.99	2105.70	1368.60	1668.48
19890504	307.77	33954.99	2119.00	1368.60	1668.48
19890505	307.61	33954.99	2132.80	1380.46	1676.79
19890508	306.00	34135.24	2119.60	1380.07	1676.79
19890509	305.19	34031.87	2125.10	1366.22	1672.61
19890510	305.80	33992.35	2117.00	1365.78	1661.54
19890511	306.95	34081.49	2110.60	1358.79	1655.74
19890512	313.84	33866.33	2135.70	1347.84	1674.41
19890515	316.16	33716.29	2149.90	1347.84	1674.41
19890516	315.28	33926.45	2136.70	1339.75	1664.88
19890517	317.48	33992.45	2155.80	1345.64	1654.60
19890518	317.97	33856.33	2177.30	1343.98	1655.77
19890519	321.24	34000.98	2204.70	1350.41	1674.77
19890522	321.98	34067.86	2169.00	1345.10	1676.85
19890523	318.32	33816.61	2151.60	1352.56	1677.19
19890524	319.14	33851.82	2132.70	1372.09	1686.86
19890525	319.17	34005.39	2136.60	1372.09	1713.15
19890526	321.59	34191.62	2140.30	1375.94	1720.92
19890529	321.59	34160.83	2140.30	1385.57	1719.13
19890530	319.05	34076.89	2130.00	1403.17	1720.47
19890531	320.52	34266.75	2114.40	1407.29	1727.52
19890601	321.97	33981.35	2103.40	1413.00	1736.72
19890602	325.52	33667.42	2102.60	1419.71	1764.35
19890605	322.03	33457.08	2088.50	1419.13	1764.63
19890606	324.24	33452.01	2107.40	1413.78	1755.56
19890607	326.95	33626.89	2117.90	1432.66	1755.16
19890608	326.75	33718.29	2143.40	1438.73	1760.73
19890609	326.69	33639.98	2142.10	1438.73	1758.30
19890612	326.24	33398.01	2138.30	1436.67	1751.04
19890613	323.91	33213.55	2123.00	1429.11	1749.81
19890614	323.83	33402.99	2133.60	1433.43	1745.65
19890615	320.08	32913.09	2129.60	1426.26	1739.74
19890616	321.35	33055.17	2143.90	1426.54	1722.28
19890619	321.89	33013.18	2154.70	1456.99	1718.74
19890620	321.25	33233.47	2164.80	1472.11	1739.56
19890621	320.48	33345.28	2172.20	1474.61	1737.59
19890622	322.32	33324.97	2180.00	1483.83	1760.55
19890623	328.00	33530.71	2167.50	1491.20	1760.36
19890626	326.60	33625.82	2179.60	1487.75	1761.60
