date	SP500	NIKKEI 225 STOCK AVERAGE - PRICE INDEX	FTSE100	DAX	CAC40
19700101	92.06	2548.5	313.16	622.38	334.12
19700102	93.00	2548.5	316.43	629.11	337.29
19700105	93.46	2633.84	319.23	628.48	339.76
19700106	92.82	2637.41	318.09	622.38	342.94
19700107	93.63	2625.12	314.79	623.39	342.23
19700108	93.68	2503.19	315.56	623.83	342.59
19700109	92.40	2567.51	316.81	618.70	341.17
19700112	91.70	2528.63	319.87	612.90	341.17
19700113	91.79	2507.76	322.32	607.28	339.76
19700114	91.65	2501.47	325.25	602.11	341.88
19700115	91.68	2501.47	323.63	591.70	344.00
19700116	90.92	2504.33	324.42	581.77	345.06
19700119	89.65	2517.77	321.79	579.80	345.06
19700120	89.83	2514.2	320.40	580.76	344.35
19700121	89.91	2524.06	321.04	590.17	345.41
19700122	89.95	2529.06	320.53	592.93	349.29
19700123	89.07	2525.35	318.87	590.17	351.76
19700126	88.17	2524.77	318.24	590.84	352.11
19700127	87.62	2520.06	318.11	592.55	350.35
19700128	86.79	2521.2	318.28	593.33	353.17
19700129	85.69	2519.91	317.09	584.52	353.17
19700130	85.02	2495.19	315.45	582.18	348.23
19700202	85.75	2498.04	313.60	574.55	346.47
19700203	86.77	2477.32	312.94	571.65	347.17
19700204	86.24	2494.04	314.84	575.97	351.05
19700205	85.90	2480.03	312.11	576.23	349.64
19700206	86.33	2474.17	311.99	583.55	347.52
19700209	87.01	2484.46	313.03	585.49	347.52
19700210	86.10	2487.04	315.39	585.49	347.52
19700211	86.94	2487.04	313.45	580.99	344.00
19700212	86.73	2487.32	314.24	582.51	343.29
19700213	86.54	2477.32	313.60	580.39	342.94
19700216	86.47	2467.31	315.05	576.38	342.59
19700217	86.37	2464.74	313.28	576.41	340.82
19700218	87.44	2480.89	311.26	571.32	339.06
19700219	87.76	2494.76	310.97	576.49	339.06
19700220	88.03	2492.61	309.50	576.04	340.47
19700223	88.03	2522.49	308.03	577.42	342.23
19700224	87.99	2530.49	305.89	575.11	343.64
19700225	89.35	2540.07	304.99	569.79	342.94
19700226	88.90	2547.36	303.44	567.63	340.12
19700227	89.50	2549.5	301.53	564.55	338.35
19700302	89.71	2560.22	303.55	558.60	337.29
19700303	90.23	2560.94	303.44	549.37	336.23
19700304	90.04	2584.81	303.42	553.39	335.88
19700305	90.00	2587.24	302.83	558.71	334.82
19700306	89.44	2605.39	301.89	561.27	335.18
19700309	88.51	2605.54	302.17	551.05	336.23
19700310	88.75	2610.68	303.87	555.10	335.53
19700311	88.69	2605.39	306.38	560.01	333.41
19700312	88.33	2585.24	307.63	568.53	333.06
19700313	87.86	2589.81	307.63	575.26	333.41
19700316	86.91	2591.53	304.65	569.46	333.06
19700317	87.29	2601.96	301.87	570.13	331.30
19700318	87.54	2615.11	303.57	569.42	330.94
19700319	87.42	2621.4	303.93	563.62	332.71
19700320	87.06	2616.97	302.25	560.94	333.06
19700323	86.99	2615.26	299.30	557.44	332.71
19700324	87.98	2609.54	299.30	559.19	329.18
19700325	89.77	2606.82	301.57	560.38	330.24
19700326	89.22	2624.4	306.29	567.00	333.06
19700327	89.22	2624.4	306.29	567.00	333.06
19700330	89.63	2624.4	306.29	567.00	333.06
19700331	89.63	2650.42	306.10	572.66	333.06
19700401	90.07	2649.13	304.38	573.92	332.00
19700402	89.79	2648.85	305.06	574.63	331.65
19700403	89.39	2629.26	306.74	571.76	333.41
19700406	88.76	2651.85	304.06	572.77	333.41
19700407	88.52	2647.56	302.64	579.61	333.76
19700408	88.49	2654.42	299.49	582.66	334.47
19700409	88.53	2642.99	299.91	581.25	334.12
19700410	88.24	2644.42	299.19	580.47	332.71
19700413	87.64	2639.41	303.42	575.89	331.30
19700414	86.89	2637.7	305.14	567.15	330.59
19700415	86.73	2631.84	304.44	574.48	330.94
19700416	85.88	2639.98	301.36	571.13	330.24
19700417	85.67	2608.39	299.89	561.76	329.18
19700420	85.83	2597.53	296.37	562.32	327.06
19700421	85.38	2596.82	296.79	566.93	325.30
19700422	84.27	2570.09	295.18	562.17	325.65
19700423	83.04	2550.5	290.73	558.26	329.18
19700424	82.77	2552.93	291.41	550.86	326.71
19700427	81.46	2523.06	289.20	540.82	321.77
19700428	80.27	2461.31	281.57	532.60	318.95
19700429	81.87	2461.31	275.15	524.12	316.12
19700430	81.52	2277.49	274.47	532.90	316.83
19700501	81.44	2288.35	275.98	532.90	316.83
19700504	79.37	2356.25	276.17	530.81	316.12
19700505	78.60	2356.25	274.45	532.75	311.54
19700506	79.47	2352.1	279.91	537.51	313.30
19700507	79.83	2367.82	276.54	537.51	313.30
19700508	79.44	2356.39	277.36	534.79	316.12
19700511	78.60	2316.37	276.51	527.32	316.12
19700512	77.85	2319.51	274.50	520.99	315.42
19700513	76.53	2275.2	269.84	510.99	315.42
19700514	75.44	2230.46	263.34	502.32	311.18
19700515	76.90	2197.44	259.66	494.03	307.66
19700518	76.96	2221.45	262.66	494.03	307.66
19700519	75.46	2157.41	262.64	491.24	310.48
19700520	73.52	2173.71	257.75	479.82	306.95
19700521	72.16	2169.14	254.73	467.81	302.01
19700522	72.25	2172.85	255.13	467.18	300.60
19700525	70.25	2172.85	255.13	459.66	302.36
19700526	69.29	2138.4	244.00	445.87	297.42
19700527	72.77	2127.11	242.87	444.60	294.96
19700528	74.61	2187.43	251.60	444.60	303.07
19700529	76.55	2209.59	255.03	485.85	308.36
19700601	77.84	2249.18	262.53	473.80	311.89
19700602	77.84	2259.05	261.62	487.41	312.24
19700603	78.52	2273.48	261.81	493.99	308.71
19700604	77.36	2290.64	262.02	498.23	309.07
19700605	76.17	2281.06	261.19	483.91	309.77
19700608	76.29	2263.05	254.98	480.98	306.60
19700609	76.25	2248.47	254.84	485.77	305.89
19700610	75.48	2254.19	252.84	484.43	306.25
19700611	74.45	2201.73	248.33	490.39	307.66
19700612	74.21	2213.59	247.10	492.06	305.19
19700615	74.38	2231.6	243.85	489.79	304.13
19700616	76.15	2215.31	248.61	489.08	303.78
19700617	76.00	2222.17	253.07	489.08	305.89
19700618	76.51	2233.17	256.39	483.73	304.13
19700619	77.05	2252.04	270.14	483.95	304.13
19700622	76.64	2279.2	264.40	482.20	304.48
19700623	74.76	2266.05	269.10	476.55	305.54
19700624	73.97	2268.19	263.70	467.73	301.31
19700625	74.02	2271.62	264.55	469.82	299.54
19700626	73.47	2266.76	265.31	470.97	300.60
19700629	72.89	2265.91	263.78	464.80	298.48
19700630	72.72	2273.05	267.06	464.83	297.42
19700701	73.04	2278.63	267.16	466.25	297.42
19700702	72.92	2280.92	270.05	463.42	297.07
19700703	72.92	2268.77	268.37	461.56	296.72
19700706	71.78	2259.47	267.04	457.54	296.01
19700707	71.23	2258.9	263.46	455.87	292.84
19700708	73.00	2259.76	264.89	469.85	292.49
19700709	74.06	2252.33	264.44	468.74	295.31
19700710	74.57	2243.89	263.78	474.09	298.13
19700713	74.57	2249.75	266.33	485.85	298.13
19700714	74.42	2251.04	265.63	481.46	298.13
19700715	75.23	2234.32	261.66	479.60	298.84
19700716	76.34	2221.45	262.21	490.68	298.48
19700717	77.69	2255.04	264.68	484.77	299.19
19700720	77.72	2278.34	264.29	477.33	301.31
19700721	76.98	2286.06	265.72	473.65	303.42
19700722	77.03	2278.06	265.10	478.04	302.72
19700723	78.00	2273.63	266.99	478.15	303.78
19700724	77.82	2276.63	268.71	484.69	308.36
19700727	77.65	2281.06	270.80	481.68	312.24
19700728	77.77	2289.06	270.65	482.43	312.60
19700729	78.04	2291.35	273.67	489.68	312.60
19700730	78.07	2296.78	275.35	490.61	314.36
19700731	78.05	2312.36	277.45	492.54	313.65
19700803	77.02	2309.5	277.85	497.15	314.71
19700804	77.19	2297.78	274.54	494.74	312.60
19700805	77.18	2301.79	276.88	499.09	312.24
19700806	77.08	2285.78	276.81	502.84	312.60
19700807	77.28	2279.2	276.66	504.18	311.89
19700810	76.20	2275.48	275.81	509.47	311.18
19700811	75.82	2264.33	274.94	508.20	309.77
19700812	75.42	2262.19	274.03	513.67	309.07
19700813	74.76	2276.63	273.65	509.91	310.13
19700814	75.18	2270.2	271.43	500.32	310.83
19700817	75.33	2277.77	269.54	495.63	310.83
19700818	76.20	2281.92	271.88	497.75	311.18
19700819	79.96	2283.63	273.18	497.67	311.18
19700820	77.64	2284.2	274.94	499.42	313.30
19700821	79.24	2287.35	275.26	502.47	313.65
19700824	80.99	2288.06	277.19	507.35	316.48
19700825	81.12	2278.06	276.81	504.22	317.54
19700826	81.21	2279.2	277.41	501.99	315.77
19700827	81.08	2286.06	276.85	499.57	315.07
19700828	81.86	2280.34	276.88	498.46	315.77
19700831	81.52	2280.34	276.88	496.60	314.36
19700901	80.95	2259.9	275.26	494.07	312.24
19700902	80.96	2250.33	273.18	497.79	311.89
19700903	82.09	2261.48	273.94	496.67	312.60
19700904	82.83	2267.48	274.22	495.78	313.65
19700907	82.83	2268.62	274.26	494.03	312.95
19700908	83.04	2276.91	274.69	492.32	311.54
19700909	82.79	2287.35	276.43	489.79	310.13
19700910	82.30	2279.06	276.20	487.00	309.77
19700911	82.52	2273.05	275.64	484.03	308.71
19700914	82.07	2278.06	274.18	479.23	308.36
19700915	81.36	2278.06	274.67	480.34	307.30
19700916	81.79	2259.76	276.62	474.09	306.25
19700917	82.29	2253.19	278.07	473.72	307.30
19700918	82.62	2216.45	280.85	477.63	307.66
19700921	81.91	2211.88	283.87	474.58	306.60
19700922	81.66	2216.88	285.89	476.74	304.48
19700923	82.83	2216.59	288.69	478.86	303.78
19700924	83.91	2214.16	291.52	486.26	305.54
19700925	83.97	2218.02	295.75	489.68	307.30
19700928	83.86	2165.99	294.96	490.13	308.01
19700929	84.30	2144.98	293.73	486.93	306.25
19700930	84.21	2182.29	294.79	486.67	305.54
19701001	84.32	2173.42	293.60	479.75	305.19
19701002	85.16	2168.71	295.73	478.48	306.60
19701005	86.47	2187.86	300.74	481.98	306.60
19701006	86.85	2195.44	304.59	482.24	306.95
19701007	86.89	2193.72	304.76	479.41	308.71
19701008	85.95	2188.86	303.36	475.69	308.01
19701009	85.08	2188.29	303.06	476.07	306.95
19701012	84.17	2192.01	300.38	470.00	305.19
19701013	84.06	2195.58	299.85	466.47	305.19
19701014	84.19	2196.44	301.17	469.11	306.25
19701015	84.65	2215.31	301.25	471.27	307.66
19701016	84.28	2214.59	301.00	471.49	308.36
19701019	83.15	2233.32	298.83	472.50	308.36
19701020	83.64	2230.6	299.34	475.99	308.01
19701021	83.66	2213.88	302.02	485.18	311.89
19701022	83.38	2215.59	301.40	478.07	314.36
19701023	83.77	2212.3	300.81	489.16	312.95
19701026	83.31	2207.73	298.75	491.43	312.24
19701027	83.12	2207.16	300.51	490.50	311.54
19701028	83.43	2214.73	299.96	481.31	310.48
19701029	83.36	2227.17	296.37	482.84	310.13
19701030	83.25	2226.88	293.60	477.18	310.13
19701102	83.51	2241.18	290.01	474.21	310.13
19701103	84.22	2241.18	293.20	476.18	309.77
19701104	84.39	2244.04	293.73	477.74	310.83
19701105	84.10	2235.46	290.88	476.40	312.24
19701106	84.22	2240.32	288.84	476.62	311.54
19701109	84.67	2243.61	282.89	472.42	311.54
19701110	84.79	2242.32	283.68	472.16	311.89
19701111	85.03	2224.6	282.42	476.18	311.89
19701112	84.15	2219.88	280.15	471.38	311.89
19701113	83.37	2220.17	278.92	463.87	309.77
19701116	83.24	2206.59	278.04	461.78	307.30
19701117	83.34	2189.72	280.81	463.90	307.30
19701118	82.79	2201.15	280.09	463.90	308.01
19701119	82.91	2277.06	279.72	453.53	306.95
19701120	83.72	2184	279.83	448.69	306.25
19701123	84.24	2184.14	278.85	445.75	305.89
19701124	84.78	2179.28	279.26	446.98	306.25
19701125	85.09	2181.14	278.70	451.70	305.89
19701126	85.09	2170.28	274.81	458.14	305.19
19701127	85.93	2144.55	274.37	459.52	305.54
19701130	87.20	2129.26	274.07	458.21	305.54
19701201	87.47	2153.84	278.26	461.75	306.60
19701202	88.48	2142.41	278.00	459.70	306.60
19701203	88.90	2123.25	282.13	458.81	305.54
19701204	89.46	2119.82	284.08	455.31	304.48
19701207	89.94	2106.81	282.74	447.84	303.78
19701208	89.47	2102.95	281.57	447.84	304.13
19701209	89.54	2102.38	277.66	451.59	307.66
19701210	89.92	2110.82	276.34	454.46	307.66
19701211	90.26	2137.97	277.75	459.25	308.71
19701214	89.80	2136.26	280.81	453.94	311.18
19701215	89.66	2124.97	284.55	453.82	310.83
19701216	89.72	2108.53	286.18	452.41	307.66
19701217	90.04	2105.24	284.93	451.82	306.95
19701218	90.22	2111.1	286.84	451.04	307.30
19701221	89.94	2120.25	286.84	444.56	307.30
19701222	90.04	2113.53	286.31	444.42	306.60
19701223	90.10	2112.67	287.16	448.47	307.30
19701224	90.61	2109.67	287.57	448.47	309.07
19701225	90.61	2109.67	287.57	448.47	309.07
19701228	91.09	2120.54	288.42	447.39	310.48
19701229	92.08	2120.54	289.27	444.94	310.13
19701230	92.27	2120.54	290.33	446.24	310.13
19701231	92.15	2120.54	289.61	443.86	310.48
19710101	92.15	2120.54	289.61	443.86	310.48
19710104	91.15	2130.11	286.91	444.19	311.89
19710105	91.80	2120.25	288.33	451.22	311.18
19710106	92.35	2116.25	289.01	458.03	311.18
19710107	92.38	2131.83	291.24	464.05	315.07
19710108	92.19	2167.56	291.46	471.38	317.89
19710111	91.98	2205.44	292.26	475.43	318.95
19710112	92.72	2215.16	290.75	477.63	317.54
19710113	92.56	2212.88	291.50	487.34	316.83
19710114	92.80	2215.59	292.54	481.61	317.18
19710115	93.03	2215.59	291.12	486.33	316.12
19710118	93.41	2223.74	288.35	483.43	316.48
19710119	93.76	2231.89	288.88	490.13	316.48
19710120	93.78	2223.74	289.10	489.86	316.83
19710121	93.78	2223.74	290.05	484.88	318.95
19710122	94.88	2228.89	290.82	489.46	322.12
19710125	95.28	2224.31	291.31	498.46	323.53
19710126	95.59	2227.88	292.69	499.57	323.89
19710127	94.89	2219.59	292.07	502.47	326.00
19710128	95.21	2224.6	291.37	509.61	324.24
19710129	95.88	2224.74	291.24	511.92	323.89
19710201	96.42	2226.74	290.61	506.94	323.53
19710202	96.43	2236.03	292.52	506.90	323.53
19710203	96.93	2246.75	289.99	501.17	322.47
19710204	96.62	2252.18	284.38	500.35	322.12
19710205	96.93	2253.47	287.33	508.42	323.53
19710208	97.45	2255.04	286.25	509.65	322.83
19710209	97.51	2247.32	284.17	506.30	321.42
19710210	97.39	2257.33	281.76	501.95	321.77
19710211	97.91	2257.33	281.76	503.89	321.77
19710212	98.43	2266.48	281.76	513.04	322.47
19710215	98.43	2280.63	284.80	530.63	322.47
19710216	98.66	2289.78	289.27	540.33	322.83
19710217	98.20	2288.35	292.86	535.87	322.83
19710218	97.56	2315.08	292.41	531.26	322.83
19710219	96.74	2327.8	291.52	533.75	322.83
19710222	95.72	2347.53	288.95	542.16	321.06
19710223	96.09	2330.95	288.14	537.02	321.77
19710224	96.73	2321.08	287.67	531.52	322.12
19710225	96.92	2340.24	288.01	527.32	321.77
19710226	96.75	2344.81	284.12	533.45	321.77
19710301	97.00	2360.53	278.58	531.82	320.01
19710302	96.98	2356.39	275.18	527.88	318.24
19710303	96.95	2368.82	279.45	528.66	318.24
19710304	97.92	2378.4	280.60	529.88	319.30
19710305	98.96	2364.25	280.66	536.69	320.01
19710308	99.38	2379.97	280.45	538.51	319.30
19710309	99.46	2383.12	283.87	539.55	320.01
19710310	99.30	2438.44	286.40	536.84	319.65
19710311	99.39	2444.73	285.36	534.24	318.24
19710312	99.57	2446.59	287.63	538.51	317.54
19710315	100.71	2437.72	288.03	533.05	317.18
19710316	101.21	2451.87	287.57	540.67	317.54
19710317	101.12	2453.02	285.89	538.36	317.89
19710318	101.19	2452.73	287.18	532.30	317.54
19710319	101.01	2464.74	288.16	525.94	317.18
19710322	100.62	2480.03	288.18	524.04	316.48
19710323	100.28	2466.31	289.86	523.78	316.83
19710324	99.62	2483.46	289.99	530.52	317.54
19710325	99.61	2483.04	291.88	537.88	317.18
19710326	99.95	2499.9	292.92	540.22	316.48
19710329	100.03	2494.18	294.33	538.40	316.48
19710330	100.26	2497.19	300.55	537.43	316.12
19710331	100.31	2510.77	303.25	538.51	315.77
19710401	100.39	2528.49	306.31	541.56	316.48
19710402	100.56	2533.78	304.17	543.53	318.24
19710405	100.79	2503.48	302.13	540.82	320.71
19710406	101.51	2540.07	300.62	535.80	322.12
19710407	101.98	2560.22	302.55	537.10	321.42
19710408	102.10	2566.08	304.42	539.59	321.06
19710409	102.10	2566.08	304.42	539.59	321.06
19710412	102.88	2566.08	304.42	539.59	321.06
19710413	102.98	2602.39	305.29	538.81	320.36
19710414	103.37	2612.54	303.93	532.78	319.65
19710415	103.52	2632.27	304.27	527.43	319.30
19710416	103.49	2653.56	302.21	527.06	319.65
19710419	104.01	2633.12	302.57	518.76	320.01
19710420	103.61	2549.65	306.99	516.46	320.36
19710421	103.36	2610.68	310.58	514.93	319.65
19710422	103.56	2587.95	313.11	507.23	317.89
19710423	104.05	2592.24	319.79	498.27	317.89
19710426	103.94	2594.24	321.13	497.79	317.89
19710427	104.39	2615.4	325.21	506.30	317.89
19710428	104.77	2627.98	328.37	516.90	317.18
19710429	104.63	2627.98	333.96	508.94	317.18
19710430	103.95	2627.83	338.30	503.92	317.18
19710503	103.29	2627.83	342.51	501.17	316.48
19710504	103.79	2666.57	342.19	500.24	316.12
19710505	103.78	2666.57	341.76	494.81	316.12
19710506	103.23	2658.85	342.66	497.82	315.42
19710507	102.87	2627.98	340.53	498.42	315.42
19710510	102.36	2576.23	347.35	491.28	316.48
19710511	102.62	2588.81	350.82	493.58	318.24
19710512	102.90	2613.11	350.52	500.24	321.77
19710513	102.69	2617.26	348.42	505.45	321.42
19710514	102.21	2606.54	349.59	504.22	317.18
19710517	100.69	2611.83	347.06	499.13	316.48
19710518	100.83	2591.38	345.36	498.64	315.42
19710519	101.07	2566.66	346.93	498.57	316.48
19710520	101.31	2582.38	348.69	498.57	316.48
19710521	100.99	2579.95	353.39	496.82	319.30
19710524	100.13	2589.38	353.52	499.79	322.47
19710525	99.47	2595.96	351.56	501.13	326.71
19710526	99.59	2602.96	348.35	503.55	327.06
19710527	99.40	2611.83	350.12	511.32	326.00
19710528	99.63	2628.84	350.31	515.56	328.12
19710531	99.63	2628.84	350.31	515.56	328.12
19710601	100.20	2642.7	349.12	518.17	327.41
19710602	100.96	2663.43	348.71	510.95	324.59
19710603	101.01	2666.14	352.20	503.33	322.47
19710604	101.30	2681.15	352.35	505.82	324.94
19710607	101.09	2703.31	350.44	502.32	325.30
19710608	100.32	2706.88	349.99	500.65	324.59
19710609	100.29	2719.46	348.61	499.27	323.89
19710610	100.64	2734.33	346.48	499.27	324.24
19710611	101.07	2737.33	344.46	505.26	324.24
19710614	100.22	2740.62	340.94	514.49	322.47
19710615	100.32	2750.91	343.02	511.40	322.47
19710616	100.52	2760.91	346.38	513.93	322.47
19710617	100.50	2783.5	347.67	513.93	322.47
19710618	98.97	2792.36	350.31	511.21	322.83
19710621	97.87	2789.22	347.63	505.19	323.53
19710622	97.59	2803.51	345.29	503.25	322.47
19710623	98.41	2817.38	348.08	503.03	323.89
19710624	98.17	2799.94	353.52	499.53	322.47
19710625	97.99	2807.66	353.82	499.53	322.12
19710628	97.74	2841.39	355.20	501.80	322.12
19710629	98.82	2847.39	354.16	507.08	321.06
19710630	99.70	2854.68	356.96	506.15	320.71
19710701	99.78	2863.55	358.94	508.65	321.77
19710702	99.78	2856.97	360.49	511.73	322.47
19710705	99.78	2839.39	359.74	512.96	321.06
19710706	99.76	2785.5	358.70	510.02	320.36
19710707	100.04	2842.68	358.58	511.51	319.65
19710708	100.34	2842.39	359.00	513.82	319.65
19710709	100.69	2863.12	361.57	515.19	321.06
19710712	100.82	2890.7	365.57	517.98	320.01
19710713	99.50	2882.84	372.24	516.98	320.01
19710714	99.22	2895.42	374.62	513.85	320.01
19710715	99.28	2882.84	376.22	515.45	319.65
19710716	99.11	2885.13	382.17	516.72	320.01
19710719	98.93	2920.72	382.21	514.86	319.65
19710720	99.32	2912.86	383.83	514.97	318.95
19710721	99.28	2878.84	379.55	516.27	318.24
19710722	99.11	2892.71	382.00	517.20	319.30
19710723	98.94	2895.71	382.25	514.97	321.06
19710726	98.67	2899.85	385.33	516.35	322.12
19710727	97.78	2914.86	390.35	516.42	324.94
19710728	97.07	2918.58	389.08	517.65	328.12
19710729	96.02	2924.58	385.72	522.00	327.41
19710730	95.58	2906.43	383.42	523.71	327.06
19710802	95.96	2883.13	379.89	521.59	328.12
19710803	94.51	2890.85	380.45	524.71	326.36
19710804	93.89	2887.27	372.35	526.35	323.89
19710805	94.09	2888.56	374.84	522.33	324.24
19710806	94.25	2905.14	376.22	525.01	324.94
19710809	93.53	2944.59	376.68	522.26	324.59
19710810	93.54	2943.16	373.65	516.79	324.24
19710811	94.66	2949.6	378.13	516.53	322.83
19710812	96.00	2955.17	383.46	517.05	323.89
19710813	95.69	2975.9	386.52	514.23	324.24
19710816	98.76	2811.09	383.80	506.08	324.24
19710817	99.99	2694.3	380.00	497.30	320.71
19710818	98.60	2602.68	377.51	503.48	318.95
19710819	98.16	2467.88	378.92	505.82	318.95
19710820	98.33	2521.2	380.40	506.30	317.89
19710823	99.34	2409.28	383.08	509.13	317.54
19710824	100.40	2403.7	387.69	511.55	318.24
19710825	98.75	2457.88	389.52	508.42	317.89
19710826	97.30	2512.77	388.61	506.23	316.12
19710827	100.48	2508.62	387.59	504.11	312.60
19710830	99.52	2508.62	387.59	500.46	309.07
19710831	99.03	2522.77	384.72	499.83	309.07
19710901	99.07	2560.51	383.46	497.04	311.89
19710902	99.29	2568.94	387.27	497.19	312.24
19710903	100.69	2561.08	387.10	495.78	312.60
19710906	96.70	2576.66	391.14	491.17	312.95
19710907	101.15	2563.37	396.98	490.94	312.60
19710908	101.34	2558.65	398.13	487.11	311.18
19710909	100.80	2568.51	397.60	478.41	311.54
19710910	100.42	2553.36	397.49	472.76	311.89
19710913	100.07	2573.66	396.60	471.16	310.83
19710914	99.34	2581.95	396.24	469.33	309.07
19710915	99.77	2581.95	395.64	469.15	306.95
19710916	99.66	2569.66	395.11	467.55	306.25
19710917	99.96	2573.52	393.35	466.62	306.25
19710920	99.68	2573.52	391.16	460.52	303.78
19710921	99.34	2573.52	392.77	456.09	302.01
19710922	98.47	2573.52	394.92	455.35	300.95
19710923	98.38	2583.24	397.32	460.18	298.48
19710924	98.15	2583.24	397.32	461.78	293.54
19710927	97.62	2562.65	393.79	471.53	292.49
19710928	97.88	2591.96	390.65	472.94	294.96
19710929	97.90	2608.39	387.44	476.66	294.25
19710930	98.34	2619.26	385.23	480.05	290.72
19711001	98.93	2616.26	381.53	485.10	290.37
19711004	99.21	2608.68	380.98	477.18	292.13
19711005	99.11	2600.25	385.57	471.53	291.78
19711006	99.82	2593.96	386.21	469.30	287.55
19711007	100.02	2592.53	390.82	468.93	284.02
19711008	99.36	2571.8	391.35	470.97	284.02
19711011	99.16	2560.8	388.37	468.14	282.25
19711012	99.57	2553.51	387.25	474.28	277.67
19711013	99.03	2518.77	391.50	473.35	278.73
19711014	98.13	2510.77	390.20	469.11	282.25
19711015	97.79	2462.45	387.72	467.55	284.72
19711018	97.35	2462.31	386.74	463.79	285.78
19711019	97.00	2443.15	387.50	458.40	287.19
19711020	95.65	2437.58	385.02	455.31	287.55
19711021	95.60	2453.88	379.57	457.02	285.78
19711022	95.51	2464.88	377.83	454.12	283.31
19711025	95.10	2464.45	374.35	451.82	279.08
19711026	94.74	2450.44	375.81	446.87	276.61
19711027	93.79	2444.58	380.70	440.40	277.67
19711028	93.96	2468.03	379.91	437.57	274.49
19711029	94.23	2483.61	377.79	441.55	273.08
19711101	92.80	2486.32	373.03	436.79	273.08
19711102	93.18	2471.74	364.31	426.12	273.08
19711103	94.91	2471.74	371.90	429.31	267.79
19711104	94.79	2449.87	374.84	428.87	266.38
19711105	94.46	2452.16	368.82	423.81	263.20
19711108	94.39	2447.3	367.80	425.82	261.44
19711109	94.46	2459.59	369.82	431.70	262.85
19711110	93.41	2482.75	372.31	435.01	270.61
19711111	92.12	2500.62	370.33	441.44	270.61
19711112	92.12	2509.91	368.67	435.56	272.02
19711115	91.81	2524.06	369.50	430.17	273.08
19711116	92.71	2523.92	374.58	427.75	275.55
19711117	92.85	2556.22	378.68	427.75	276.61
19711118	92.13	2580.52	382.23	433.22	280.49
19711119	91.61	2578.95	379.96	428.72	279.78
19711122	90.79	2603.11	380.06	427.38	283.31
19711123	90.16	2603.11	383.36	431.17	285.78
19711124	90.33	2600.68	383.63	431.17	284.37
19711125	90.33	2612.11	378.43	434.48	287.19
19711126	91.94	2614.4	375.90	440.66	288.25
19711129	93.41	2644.13	379.66	450.37	287.55
19711130	93.99	2636.55	387.95	447.46	285.43
19711201	95.54	2650.99	386.08	454.87	283.31
19711202	95.84	2665	388.99	460.48	287.90
19711203	97.06	2639.7	389.56	455.31	289.31
19711206	96.51	2662.71	387.89	447.73	288.25
19711207	96.87	2665.86	388.10	444.86	286.84
19711208	96.92	2646.85	387.38	454.05	287.90
19711209	96.96	2662.28	389.67	456.13	285.78
19711210	97.69	2667.57	390.75	458.29	285.43
19711213	97.97	2677.29	396.39	460.97	285.78
19711214	97.67	2676.86	400.98	459.44	285.08
19711215	98.54	2671.86	402.66	456.21	285.78
19711216	99.74	2651.42	404.10	460.97	286.84
19711217	100.26	2660.43	405.31	460.33	286.13
19711220	101.55	2671	404.70	470.56	285.43
19711221	101.80	2720.17	403.12	474.43	284.37
19711222	101.18	2745.9	402.89	472.83	282.96
19711223	100.74	2766.2	403.93	472.76	281.55
19711224	100.74	2766.2	404.93	472.76	283.31
19711227	100.95	2797.36	404.93	473.13	283.66
19711228	101.95	2850.97	406.08	468.93	284.37
19711229	102.21	2850.97	410.39	472.20	284.72
19711230	101.78	2850.97	410.01	474.21	285.78
19711231	102.09	2850.97	411.03	473.46	286.13
19720103	101.67	2850.97	413.62	471.16	286.84
19720104	102.09	2857.83	414.05	484.92	286.84
19720105	103.07	2871.69	418.24	483.50	292.84
19720106	103.51	2887.7	419.30	482.76	297.07
19720107	103.47	2901.57	416.47	476.81	299.19
19720110	103.32	2912	411.73	472.09	297.42
19720111	103.65	2927.87	413.82	474.02	294.96
19720112	103.59	2958.46	419.55	476.77	296.01
19720113	102.99	2968.18	419.91	476.44	294.96
19720114	103.39	2980.33	421.23	476.81	293.19
19720117	103.70	2959.17	424.25	478.19	291.43
19720118	104.05	2960.75	421.45	486.37	290.72
19720119	103.88	2971.75	425.53	489.31	292.13
19720120	103.88	2983.62	428.29	490.13	292.13
19720121	103.65	2967.32	429.56	495.29	292.49
19720124	102.57	2951.45	424.76	495.41	293.54
19720125	102.78	2962.17	422.23	495.82	293.90
19720126	102.50	2982.47	424.04	498.27	294.60
19720127	103.50	2984.04	425.59	498.31	295.31
19720128	104.16	3009.63	427.21	500.61	296.72
19720131	103.94	3012.78	429.05	503.77	296.72
19720201	104.01	3011.49	427.12	504.37	294.96
19720202	104.68	3018.92	427.80	508.91	296.37
19720203	104.64	3033.65	427.48	509.95	296.01
19720204	104.86	3021.64	425.61	506.90	293.54
19720207	104.54	3039.22	424.80	509.28	292.84
19720208	104.74	3042.08	428.80	506.60	291.78
19720209	105.55	3032.79	431.20	508.42	292.13
19720210	105.59	3037.93	436.75	513.41	292.84
19720211	105.08	3037.93	432.58	518.95	293.54
19720214	104.59	3064.09	424.21	523.71	293.19
19720215	105.03	3060.95	427.14	524.53	293.54
19720216	105.62	3061.23	425.50	531.45	292.84
19720217	105.59	3086.1	432.88	522.78	293.19
19720218	105.28	3104.54	438.11	527.62	293.19
19720221	105.28	3113.26	438.04	528.47	292.84
